记录年月,设备编号,设备类型,所属变电站,月平均负荷率,月最大负荷率,环境温度（℃）,油温（℃）,绕组温度（℃）,绝缘电阻（MΩ）,介质损耗角tanδ,局部放电量（pC）,SF6气体压力（MPa）,距离故障月份,故障时间,故障类型
2025-07-01,EQ-0346,电力变压器,武侯110kV变电站,0.781,1.0107,29.9,78.4,97.9,8979.0,0.00285,10.2,,0,2025-07-13 02:35:00,机械故障
2025-04-01,EQ-0317,断路器,江夏35kV变电站,0.4362,0.5775,17.8,,,7983.0,,,0.493,-3,2025-07-24 23:56:00,绝缘故障
2025-05-01,EQ-0317,断路器,江夏35kV变电站,0.4811,0.6412,25.4,,,9277.0,,,0.483,-2,2025-07-24 23:56:00,绝缘故障
2025-06-01,EQ-0317,断路器,江夏35kV变电站,0.5485,0.6556,29.3,,,8998.0,,,0.52,-1,2025-07-24 23:56:00,绝缘故障
2025-07-01,EQ-0317,断路器,江夏35kV变电站,0.7084,0.8558,31.9,,,7047.0,,,0.53,0,2025-07-24 23:56:00,绝缘故障
2025-04-01,EQ-0427,电力变压器,大连开发区35kV变电站,0.5183,0.6582,10.0,50.4,69.8,7368.0,0.00641,16.8,,-3,2025-07-27 17:53:00,油系统故障
2025-05-01,EQ-0427,电力变压器,大连开发区35kV变电站,0.576,0.6772,16.0,52.7,71.2,8859.0,0.00288,19.4,,-2,2025-07-27 17:53:00,油系统故障
2025-06-01,EQ-0427,电力变压器,大连开发区35kV变电站,0.7115,0.8694,24.2,69.5,86.9,6577.0,0.00664,13.8,,-1,2025-07-27 17:53:00,油系统故障
2025-07-01,EQ-0427,电力变压器,大连开发区35kV变电站,0.7394,0.8885,22.0,69.2,88.4,7150.0,0.00564,2.3,,0,2025-07-27 17:53:00,油系统故障
2025-04-01,EQ-0095,隔离开关,前海110kV变电站,0.5524,0.7322,19.8,,,,,,,-3,2025-07-28 01:09:00,外力因素
2025-05-01,EQ-0095,隔离开关,前海110kV变电站,0.5955,0.7314,29.1,,,,,,,-2,2025-07-28 01:09:00,外力因素
2025-06-01,EQ-0095,隔离开关,前海110kV变电站,0.6982,0.9389,33.5,,,,,,,-1,2025-07-28 01:09:00,外力因素
2025-07-01,EQ-0095,隔离开关,前海110kV变电站,0.8265,1.1,39.3,,,,,,,0,2025-07-28 01:09:00,外力因素
2025-04-01,EQ-0346,电力变压器,武侯110kV变电站,0.4774,0.5917,15.0,49.7,67.8,9403.0,0.00424,11.7,,-3,2025-07-29 02:35:00,保护动作
2025-05-01,EQ-0346,电力变压器,武侯110kV变电站,0.5701,0.6829,23.8,65.0,84.2,10322.0,0.00648,6.1,,-2,2025-07-29 02:35:00,保护动作
2025-06-01,EQ-0346,电力变压器,武侯110kV变电站,0.599,0.6975,32.1,70.7,84.3,10595.0,0.00307,3.5,,-1,2025-07-29 02:35:00,保护动作
2025-07-01,EQ-0346,电力变压器,武侯110kV变电站,0.781,1.0107,29.9,78.4,97.9,8979.0,0.00285,10.2,,0,2025-07-29 02:35:00,保护动作
2025-05-01,EQ-0271,电容器组,天津滨海220kV变电站,0.5146,0.6807,22.1,,,,0.00364,,,-3,2025-08-01 04:07:00,接线故障
2025-06-01,EQ-0271,电容器组,天津滨海220kV变电站,0.5821,0.7287,27.3,,,,0.00343,,,-2,2025-08-01 04:07:00,接线故障
2025-07-01,EQ-0271,电容器组,天津滨海220kV变电站,0.7489,0.8703,27.7,,,,0.00298,,,-1,2025-08-01 04:07:00,接线故障
2025-08-01,EQ-0271,电容器组,天津滨海220kV变电站,0.8291,1.0848,25.9,,,,0.00455,,,0,2025-08-01 04:07:00,接线故障
2025-05-01,EQ-0323,电容器组,江夏35kV变电站,0.5819,0.7809,20.7,,,,0.0071,,,-3,2025-08-01 05:21:00,接线故障
2025-06-01,EQ-0323,电容器组,江夏35kV变电站,0.6625,0.7819,28.9,,,,0.00403,,,-2,2025-08-01 05:21:00,接线故障
2025-07-01,EQ-0323,电容器组,江夏35kV变电站,0.8724,1.0706,32.8,,,,0.00608,,,-1,2025-08-01 05:21:00,接线故障
2025-08-01,EQ-0323,电容器组,江夏35kV变电站,0.8805,1.0344,31.2,,,,0.00649,,,0,2025-08-01 05:21:00,接线故障
2025-05-01,EQ-0410,电力变压器,沈阳浑南110kV变电站,0.5096,0.6429,21.0,56.8,70.2,7804.0,0.00411,4.6,,-3,2025-08-01 14:31:00,过热故障
2025-06-01,EQ-0410,电力变压器,沈阳浑南110kV变电站,0.6601,0.8036,24.6,65.8,80.8,7407.0,0.00516,9.5,,-2,2025-08-01 14:31:00,过热故障
2025-07-01,EQ-0410,电力变压器,沈阳浑南110kV变电站,0.793,0.9714,23.2,72.0,93.5,6692.0,0.0038,10.3,,-1,2025-08-01 14:31:00,过热故障
2025-08-01,EQ-0410,电力变压器,沈阳浑南110kV变电站,0.7491,0.8925,21.8,68.5,86.4,7654.0,0.00351,3.0,,0,2025-08-01 14:31:00,过热故障
2025-05-01,EQ-0186,断路器,杭州滨江110kV变电站,0.686,0.8229,22.9,,,9129.0,,,0.471,-3,2025-08-02 01:38:00,过热故障
2025-06-01,EQ-0186,断路器,杭州滨江110kV变电站,0.8399,1.0219,29.4,,,7979.0,,,0.455,-2,2025-08-02 01:38:00,过热故障
2025-07-01,EQ-0186,断路器,杭州滨江110kV变电站,0.9392,1.1,32.4,,,8227.0,,,0.483,-1,2025-08-02 01:38:00,过热故障
2025-08-01,EQ-0186,断路器,杭州滨江110kV变电站,1.0394,1.1,28.0,,,5437.0,,,0.515,0,2025-08-02 01:38:00,过热故障
2025-05-01,EQ-0107,电力变压器,张江110kV变电站,0.4491,0.5838,25.6,65.9,80.4,10305.0,0.00601,11.3,,-3,2025-08-04 04:25:00,机械故障
2025-06-01,EQ-0107,电力变压器,张江110kV变电站,0.5579,0.6476,29.6,70.2,86.9,10046.0,0.0039,2.5,,-2,2025-08-04 04:25:00,机械故障
2025-07-01,EQ-0107,电力变压器,张江110kV变电站,0.6771,0.8621,32.0,76.0,97.7,9038.0,0.00532,8.3,,-1,2025-08-04 04:25:00,机械故障
2025-08-01,EQ-0107,电力变压器,张江110kV变电站,0.6316,0.8031,32.2,72.5,90.2,9825.0,0.00358,4.9,,0,2025-08-04 04:25:00,机械故障
2025-05-01,EQ-0238,电力变压器,通州35kV变电站,0.5475,0.6656,19.9,61.5,76.2,7851.0,0.00478,12.4,,-3,2025-08-05 14:00:00,过热故障
2025-06-01,EQ-0238,电力变压器,通州35kV变电站,0.634,0.8044,28.3,70.6,88.9,9681.0,0.00417,25.3,,-2,2025-08-05 14:00:00,过热故障
2025-07-01,EQ-0238,电力变压器,通州35kV变电站,0.7532,0.9425,28.5,73.1,96.1,7563.0,0.0068,14.2,,-1,2025-08-05 14:00:00,过热故障
2025-08-01,EQ-0238,电力变压器,通州35kV变电站,0.7833,0.9135,27.1,77.3,92.7,7850.0,0.00526,9.9,,0,2025-08-05 14:00:00,过热故障
2025-05-01,EQ-0046,断路器,松山湖220kV变电站,0.6329,0.8058,27.9,,,7131.0,,,0.45,-3,2025-08-06 00:23:00,拒动/误动
2025-06-01,EQ-0046,断路器,松山湖220kV变电站,0.7095,0.9548,34.0,,,10461.0,,,0.513,-2,2025-08-06 00:23:00,拒动/误动
2025-07-01,EQ-0046,断路器,松山湖220kV变电站,0.8822,1.1,37.9,,,8744.0,,,0.516,-1,2025-08-06 00:23:00,拒动/误动
2025-08-01,EQ-0046,断路器,松山湖220kV变电站,0.9935,1.1,37.5,,,10683.0,,,0.453,0,2025-08-06 00:23:00,拒动/误动
2025-05-01,EQ-0089,电力变压器,前海110kV变电站,0.6715,0.8794,28.2,73.0,91.2,11005.0,0.00452,8.3,,-3,2025-08-07 01:45:00,过热故障
2025-06-01,EQ-0089,电力变压器,前海110kV变电站,0.7833,0.9391,37.5,84.6,104.4,7811.0,0.00479,6.4,,-2,2025-08-07 01:45:00,过热故障
2025-07-01,EQ-0089,电力变压器,前海110kV变电站,1.0006,1.1,36.7,95.9,118.1,8407.0,0.00346,13.6,,-1,2025-08-07 01:45:00,过热故障
2025-08-01,EQ-0089,电力变压器,前海110kV变电站,0.9748,1.1,37.1,93.9,114.5,7054.0,0.004,4.3,,0,2025-08-07 01:45:00,过热故障
2025-05-01,EQ-0130,电力变压器,临港110kV变电站,0.5031,0.656,23.5,63.0,79.5,11701.0,0.00411,10.6,,-3,2025-08-07 16:50:00,机械故障
2025-06-01,EQ-0130,电力变压器,临港110kV变电站,0.6441,0.8586,31.7,76.0,93.6,11270.0,0.00458,9.1,,-2,2025-08-07 16:50:00,机械故障
2025-07-01,EQ-0130,电力变压器,临港110kV变电站,0.7631,0.9295,31.9,77.7,91.3,9350.0,0.00306,5.9,,-1,2025-08-07 16:50:00,机械故障
2025-08-01,EQ-0130,电力变压器,临港110kV变电站,0.8074,1.007,32.0,80.7,98.7,8126.0,0.00223,3.3,,0,2025-08-07 16:50:00,机械故障
2025-05-01,EQ-0260,断路器,天津滨海220kV变电站,0.6802,0.8401,22.1,,,11192.0,,,0.494,-3,2025-08-08 11:56:00,拒动/误动
2025-06-01,EQ-0260,断路器,天津滨海220kV变电站,0.7191,0.9001,24.9,,,9409.0,,,0.436,-2,2025-08-08 11:56:00,拒动/误动
2025-07-01,EQ-0260,断路器,天津滨海220kV变电站,0.9321,1.1,25.5,,,8684.0,,,0.5,-1,2025-08-08 11:56:00,拒动/误动
2025-08-01,EQ-0260,断路器,天津滨海220kV变电站,0.9526,1.1,27.9,,,11159.0,,,0.474,0,2025-08-08 11:56:00,拒动/误动
2025-05-01,EQ-0216,电力变压器,亦庄110kV变电站,0.6967,0.9281,22.0,70.5,88.5,7118.0,0.00302,15.3,,-3,2025-08-10 11:03:00,保护动作
2025-06-01,EQ-0216,电力变压器,亦庄110kV变电站,0.7773,1.0419,28.9,67.6,84.3,10458.0,0.00522,4.1,,-2,2025-08-10 11:03:00,保护动作
2025-07-01,EQ-0216,电力变压器,亦庄110kV变电站,1.0059,1.1,28.2,85.1,109.1,10388.0,0.00322,13.4,,-1,2025-08-10 11:03:00,保护动作
2025-08-01,EQ-0216,电力变压器,亦庄110kV变电站,0.8899,1.1,26.1,81.7,104.9,8913.0,0.00533,4.8,,0,2025-08-10 11:03:00,保护动作
2025-05-01,EQ-0093,断路器,前海110kV变电站,0.5929,0.6938,28.5,,,11822.0,,,0.5,-3,2025-08-15 11:57:00,绝缘故障
2025-06-01,EQ-0093,断路器,前海110kV变电站,0.6797,0.8441,33.1,,,9540.0,,,0.456,-2,2025-08-15 11:57:00,绝缘故障
2025-07-01,EQ-0093,断路器,前海110kV变电站,0.8118,1.0671,42.0,,,11336.0,,,0.488,-1,2025-08-15 11:57:00,绝缘故障
2025-08-01,EQ-0093,断路器,前海110kV变电站,0.8409,1.0135,34.0,,,9871.0,,,0.462,0,2025-08-15 11:57:00,绝缘故障
2025-05-01,EQ-0188,断路器,杭州滨江110kV变电站,0.6882,0.8145,23.0,,,10089.0,,,0.454,-3,2025-08-15 16:07:00,过热故障
2025-06-01,EQ-0188,断路器,杭州滨江110kV变电站,0.7924,0.9157,28.4,,,6218.0,,,0.504,-2,2025-08-15 16:07:00,过热故障
2025-07-01,EQ-0188,断路器,杭州滨江110kV变电站,0.8592,1.0953,35.9,,,6408.0,,,0.49,-1,2025-08-15 16:07:00,过热故障
2025-08-01,EQ-0188,断路器,杭州滨江110kV变电站,1.0365,1.1,30.0,,,9916.0,,,0.527,0,2025-08-15 16:07:00,过热故障
2025-05-01,EQ-0398,断路器,成都高新35kV变电站,0.6004,0.7859,23.0,,,11407.0,,,0.456,-3,2025-08-17 20:57:00,拒动/误动
2025-06-01,EQ-0398,断路器,成都高新35kV变电站,0.7279,0.9298,31.4,,,9012.0,,,0.518,-2,2025-08-17 20:57:00,拒动/误动
2025-07-01,EQ-0398,断路器,成都高新35kV变电站,0.8499,1.0504,32.4,,,8645.0,,,0.453,-1,2025-08-17 20:57:00,拒动/误动
2025-08-01,EQ-0398,断路器,成都高新35kV变电站,0.893,1.0503,27.8,,,5869.0,,,0.508,0,2025-08-17 20:57:00,拒动/误动
2025-05-01,EQ-0003,电力变压器,龙华220kV变电站,0.5152,0.638,29.5,66.1,80.1,6272.0,0.00277,14.5,,-3,2025-08-22 21:04:00,绝缘故障
2025-06-01,EQ-0003,电力变压器,龙华220kV变电站,0.6387,0.8033,32.2,74.6,94.6,8946.0,0.00639,4.8,,-2,2025-08-22 21:04:00,绝缘故障
2025-07-01,EQ-0003,电力变压器,龙华220kV变电站,0.7492,0.9373,36.2,82.0,104.9,6182.0,0.00679,4.1,,-1,2025-08-22 21:04:00,绝缘故障
2025-08-01,EQ-0003,电力变压器,龙华220kV变电站,0.7293,0.9026,34.5,86.6,106.4,9357.0,0.00506,14.7,,0,2025-08-22 21:04:00,绝缘故障
2025-05-01,EQ-0080,电容器组,南沙110kV变电站,0.6003,0.7874,30.8,,,,0.0023,,,-3,2025-08-23 22:29:00,鼓肚渗油
2025-06-01,EQ-0080,电容器组,南沙110kV变电站,0.755,1.0177,32.4,,,,0.00209,,,-2,2025-08-23 22:29:00,鼓肚渗油
2025-07-01,EQ-0080,电容器组,南沙110kV变电站,0.9365,1.1,35.3,,,,0.0034,,,-1,2025-08-23 22:29:00,鼓肚渗油
2025-08-01,EQ-0080,电容器组,南沙110kV变电站,0.922,1.0963,37.3,,,,0.00469,,,0,2025-08-23 22:29:00,鼓肚渗油
2025-05-01,EQ-0223,断路器,亦庄110kV变电站,0.5469,0.6733,22.0,,,7532.0,,,0.521,-3,2025-08-25 16:14:00,外力因素
2025-06-01,EQ-0223,断路器,亦庄110kV变电站,0.6534,0.7594,29.8,,,10797.0,,,0.455,-2,2025-08-25 16:14:00,外力因素
2025-07-01,EQ-0223,断路器,亦庄110kV变电站,0.7948,1.0631,29.4,,,8036.0,,,0.471,-1,2025-08-25 16:14:00,外力因素
2025-08-01,EQ-0223,断路器,亦庄110kV变电站,0.8067,0.9491,27.6,,,6849.0,,,0.505,0,2025-08-25 16:14:00,外力因素
2025-05-01,EQ-0325,避雷器,江夏35kV变电站,0.4908,0.6203,23.2,,,,,,,-3,2025-08-28 06:43:00,密封失效
2025-06-01,EQ-0325,避雷器,江夏35kV变电站,0.5413,0.6845,28.5,,,,,,,-2,2025-08-28 06:43:00,密封失效
2025-07-01,EQ-0325,避雷器,江夏35kV变电站,0.6692,0.856,32.4,,,,,,,-1,2025-08-28 06:43:00,密封失效
2025-08-01,EQ-0325,避雷器,江夏35kV变电站,0.7246,0.8789,34.3,,,,,,,0,2025-08-28 06:43:00,密封失效
2025-05-01,EQ-0044,断路器,松山湖220kV变电站,0.5572,0.7096,29.3,,,9682.0,,,0.491,-3,2025-08-28 11:20:00,机械故障
2025-06-01,EQ-0044,断路器,松山湖220kV变电站,0.5975,0.7728,33.0,,,8738.0,,,0.467,-2,2025-08-28 11:20:00,机械故障
2025-07-01,EQ-0044,断路器,松山湖220kV变电站,0.8086,1.0578,34.3,,,6383.0,,,0.481,-1,2025-08-28 11:20:00,机械故障
2025-08-01,EQ-0044,断路器,松山湖220kV变电站,0.8634,1.0604,39.1,,,7909.0,,,0.458,0,2025-08-28 11:20:00,机械故障
2025-05-01,EQ-0403,电容器组,成都高新35kV变电站,0.4645,0.5565,19.5,,,,0.00493,,,-3,2025-08-28 17:34:00,绝缘击穿
2025-06-01,EQ-0403,电容器组,成都高新35kV变电站,0.5935,0.7391,29.5,,,,0.00247,,,-2,2025-08-28 17:34:00,绝缘击穿
2025-07-01,EQ-0403,电容器组,成都高新35kV变电站,0.6805,0.8187,29.2,,,,0.00632,,,-1,2025-08-28 17:34:00,绝缘击穿
2025-08-01,EQ-0403,电容器组,成都高新35kV变电站,0.657,0.7589,29.8,,,,0.00338,,,0,2025-08-28 17:34:00,绝缘击穿
2025-05-01,EQ-0388,避雷器,重庆两江220kV变电站,0.6017,0.6925,19.6,,,,,,,-3,2025-08-30 20:17:00,瓷套破裂
2025-06-01,EQ-0388,避雷器,重庆两江220kV变电站,0.7487,0.9717,26.3,,,,,,,-2,2025-08-30 20:17:00,瓷套破裂
2025-07-01,EQ-0388,避雷器,重庆两江220kV变电站,0.851,1.0697,32.6,,,,,,,-1,2025-08-30 20:17:00,瓷套破裂
2025-08-01,EQ-0388,避雷器,重庆两江220kV变电站,0.8579,1.0209,33.4,,,,,,,0,2025-08-30 20:17:00,瓷套破裂
2025-05-01,EQ-0221,断路器,亦庄110kV变电站,0.6499,0.8283,18.6,,,10009.0,,,0.496,-3,2025-08-31 15:34:00,拒动/误动
2025-06-01,EQ-0221,断路器,亦庄110kV变电站,0.7966,0.9384,25.1,,,6829.0,,,0.495,-2,2025-08-31 15:34:00,拒动/误动
2025-07-01,EQ-0221,断路器,亦庄110kV变电站,0.9298,1.1,32.1,,,7672.0,,,0.48,-1,2025-08-31 15:34:00,拒动/误动
2025-08-01,EQ-0221,断路器,亦庄110kV变电站,0.8881,1.1,25.8,,,10425.0,,,0.536,0,2025-08-31 15:34:00,拒动/误动
2025-06-01,EQ-0294,避雷器,石家庄高新35kV变电站,0.7468,0.9233,28.0,,,,,,,-3,2025-09-09 22:44:00,接地故障
2025-07-01,EQ-0294,避雷器,石家庄高新35kV变电站,0.9812,1.1,29.2,,,,,,,-2,2025-09-09 22:44:00,接地故障
2025-08-01,EQ-0294,避雷器,石家庄高新35kV变电站,0.9923,1.1,25.1,,,,,,,-1,2025-09-09 22:44:00,接地故障
2025-09-01,EQ-0294,避雷器,石家庄高新35kV变电站,0.7903,0.9843,24.5,,,,,,,0,2025-09-09 22:44:00,接地故障
2025-06-01,EQ-0217,电力变压器,亦庄110kV变电站,0.7231,0.9189,24.0,68.3,86.3,8499.0,0.00332,9.3,,-3,2025-09-10 13:45:00,机械故障
2025-07-01,EQ-0217,电力变压器,亦庄110kV变电站,0.8248,1.0998,27.0,77.4,99.6,9944.0,0.00578,16.0,,-2,2025-09-10 13:45:00,机械故障
2025-08-01,EQ-0217,电力变压器,亦庄110kV变电站,0.9445,1.095,26.8,78.9,99.2,10100.0,0.0031,8.1,,-1,2025-09-10 13:45:00,机械故障
2025-09-01,EQ-0217,电力变压器,亦庄110kV变电站,0.7836,0.9534,23.4,69.8,91.4,6303.0,0.00623,13.6,,0,2025-09-10 13:45:00,机械故障
2025-06-01,EQ-0290,电容器组,石家庄高新35kV变电站,0.7895,0.9346,30.0,,,,0.00299,,,-3,2025-09-11 18:10:00,鼓肚渗油
2025-07-01,EQ-0290,电容器组,石家庄高新35kV变电站,0.9117,1.053,28.6,,,,0.00378,,,-2,2025-09-11 18:10:00,鼓肚渗油
2025-08-01,EQ-0290,电容器组,石家庄高新35kV变电站,0.8203,0.9437,27.6,,,,0.00404,,,-1,2025-09-11 18:10:00,鼓肚渗油
2025-09-01,EQ-0290,电容器组,石家庄高新35kV变电站,0.6385,0.8199,22.3,,,,0.00436,,,0,2025-09-11 18:10:00,鼓肚渗油
2025-06-01,EQ-0155,断路器,苏州工业园220kV变电站,0.6449,0.7436,30.3,,,9253.0,,,0.528,-3,2025-09-13 03:25:00,拒动/误动
2025-07-01,EQ-0155,断路器,苏州工业园220kV变电站,0.6159,0.8119,31.7,,,7596.0,,,0.484,-2,2025-09-13 03:25:00,拒动/误动
2025-08-01,EQ-0155,断路器,苏州工业园220kV变电站,0.6879,0.8648,32.6,,,5725.0,,,0.52,-1,2025-09-13 03:25:00,拒动/误动
2025-09-01,EQ-0155,断路器,苏州工业园220kV变电站,0.5797,0.7006,28.9,,,7954.0,,,0.459,0,2025-09-13 03:25:00,拒动/误动
2025-06-01,EQ-0050,断路器,松山湖220kV变电站,0.6459,0.8081,35.1,,,6236.0,,,0.482,-3,2025-09-22 01:07:00,过热故障
2025-07-01,EQ-0050,断路器,松山湖220kV变电站,0.7931,0.9331,34.1,,,7665.0,,,0.462,-2,2025-09-22 01:07:00,过热故障
2025-08-01,EQ-0050,断路器,松山湖220kV变电站,0.7399,0.8743,35.5,,,7386.0,,,0.447,-1,2025-09-22 01:07:00,过热故障
2025-09-01,EQ-0050,断路器,松山湖220kV变电站,0.6215,0.7778,32.3,,,11324.0,,,0.48,0,2025-09-22 01:07:00,过热故障
2025-06-01,EQ-0016,隔离开关,龙华220kV变电站,0.7886,1.0316,36.2,,,,,,,-3,2025-09-23 07:32:00,绝缘故障
2025-07-01,EQ-0016,隔离开关,龙华220kV变电站,1.0224,1.1,38.7,,,,,,,-2,2025-09-23 07:32:00,绝缘故障
2025-08-01,EQ-0016,隔离开关,龙华220kV变电站,0.9785,1.1,34.7,,,,,,,-1,2025-09-23 07:32:00,绝缘故障
2025-09-01,EQ-0016,隔离开关,龙华220kV变电站,0.724,0.9502,37.4,,,,,,,0,2025-09-23 07:32:00,绝缘故障
2025-06-01,EQ-0126,避雷器,张江110kV变电站,0.7221,0.8793,31.6,,,,,,,-3,2025-09-26 23:03:00,阀片劣化
2025-07-01,EQ-0126,避雷器,张江110kV变电站,0.8185,0.9944,33.8,,,,,,,-2,2025-09-26 23:03:00,阀片劣化
2025-08-01,EQ-0126,避雷器,张江110kV变电站,0.9494,1.1,34.9,,,,,,,-1,2025-09-26 23:03:00,阀片劣化
2025-09-01,EQ-0126,避雷器,张江110kV变电站,0.6821,0.7907,27.6,,,,,,,0,2025-09-26 23:03:00,阀片劣化
2025-06-01,EQ-0322,电容器组,江夏35kV变电站,0.5816,0.7311,27.1,,,,0.00524,,,-3,2025-09-28 18:44:00,鼓肚渗油
2025-07-01,EQ-0322,电容器组,江夏35kV变电站,0.7154,0.9489,29.4,,,,0.00526,,,-2,2025-09-28 18:44:00,鼓肚渗油
2025-08-01,EQ-0322,电容器组,江夏35kV变电站,0.823,1.0088,28.4,,,,0.00657,,,-1,2025-09-28 18:44:00,鼓肚渗油
2025-09-01,EQ-0322,电容器组,江夏35kV变电站,0.5384,0.6405,25.4,,,,0.00412,,,0,2025-09-28 18:44:00,鼓肚渗油
2025-06-01,EQ-0260,断路器,天津滨海220kV变电站,0.7191,0.9001,24.9,,,9409.0,,,0.436,-3,2025-09-29 08:05:00,机械故障
2025-07-01,EQ-0260,断路器,天津滨海220kV变电站,0.9321,1.1,25.5,,,8684.0,,,0.5,-2,2025-09-29 08:05:00,机械故障
2025-08-01,EQ-0260,断路器,天津滨海220kV变电站,0.9526,1.1,27.9,,,11159.0,,,0.474,-1,2025-09-29 08:05:00,机械故障
2025-09-01,EQ-0260,断路器,天津滨海220kV变电站,0.7479,0.9119,22.0,,,7104.0,,,0.43,0,2025-09-29 08:05:00,机械故障
2025-07-01,EQ-0365,电力变压器,重庆两江220kV变电站,1.0081,1.1,28.1,89.4,111.5,7741.0,0.0033,4.3,,-3,2025-10-03 05:03:00,油系统故障
2025-08-01,EQ-0365,电力变压器,重庆两江220kV变电站,0.9759,1.1,32.1,89.7,111.4,9955.0,0.00538,14.5,,-2,2025-10-03 05:03:00,油系统故障
2025-09-01,EQ-0365,电力变压器,重庆两江220kV变电站,0.7064,0.843,25.1,70.3,89.2,9314.0,0.00414,13.4,,-1,2025-10-03 05:03:00,油系统故障
2025-10-01,EQ-0365,电力变压器,重庆两江220kV变电站,0.5565,0.7402,19.7,55.5,68.5,8499.0,0.00317,3.2,,0,2025-10-03 05:03:00,油系统故障
2025-07-01,EQ-0385,电容器组,重庆两江220kV变电站,0.7446,0.8649,31.3,,,,0.006,,,-3,2025-10-03 16:25:00,绝缘击穿
2025-08-01,EQ-0385,电容器组,重庆两江220kV变电站,0.7661,0.9908,30.2,,,,0.00383,,,-2,2025-10-03 16:25:00,绝缘击穿
2025-09-01,EQ-0385,电容器组,重庆两江220kV变电站,0.6811,0.8836,26.2,,,,0.00598,,,-1,2025-10-03 16:25:00,绝缘击穿
2025-10-01,EQ-0385,电容器组,重庆两江220kV变电站,0.5232,0.6311,13.8,,,,0.00391,,,0,2025-10-03 16:25:00,绝缘击穿
2025-07-01,EQ-0294,避雷器,石家庄高新35kV变电站,0.9812,1.1,29.2,,,,,,,-3,2025-10-08 05:50:00,阀片劣化
2025-08-01,EQ-0294,避雷器,石家庄高新35kV变电站,0.9923,1.1,25.1,,,,,,,-2,2025-10-08 05:50:00,阀片劣化
2025-09-01,EQ-0294,避雷器,石家庄高新35kV变电站,0.7903,0.9843,24.5,,,,,,,-1,2025-10-08 05:50:00,阀片劣化
2025-10-01,EQ-0294,避雷器,石家庄高新35kV变电站,0.6815,0.8054,17.9,,,,,,,0,2025-10-08 05:50:00,阀片劣化
2025-07-01,EQ-0212,避雷器,昆山35kV变电站,0.8539,1.0235,35.9,,,,,,,-3,2025-10-11 02:52:00,阀片劣化
2025-08-01,EQ-0212,避雷器,昆山35kV变电站,0.9334,1.1,31.1,,,,,,,-2,2025-10-11 02:52:00,阀片劣化
2025-09-01,EQ-0212,避雷器,昆山35kV变电站,0.6397,0.861,27.2,,,,,,,-1,2025-10-11 02:52:00,阀片劣化
2025-10-01,EQ-0212,避雷器,昆山35kV变电站,0.5406,0.729,17.8,,,,,,,0,2025-10-11 02:52:00,阀片劣化
2025-07-01,EQ-0296,电力变压器,武昌110kV变电站,0.8915,1.054,30.8,80.2,102.4,7355.0,0.00448,2.5,,-3,2025-10-12 07:10:00,保护动作
2025-08-01,EQ-0296,电力变压器,武昌110kV变电站,0.8323,0.9867,30.6,79.2,100.1,6904.0,0.00618,6.4,,-2,2025-10-12 07:10:00,保护动作
2025-09-01,EQ-0296,电力变压器,武昌110kV变电站,0.7652,1.0275,21.8,63.4,81.5,8172.0,0.00247,4.8,,-1,2025-10-12 07:10:00,保护动作
2025-10-01,EQ-0296,电力变压器,武昌110kV变电站,0.6099,0.7502,20.1,61.7,78.0,10338.0,0.00412,8.1,,0,2025-10-12 07:10:00,保护动作
2025-07-01,EQ-0312,避雷器,武昌110kV变电站,0.8035,1.0063,30.9,,,,,,,-3,2025-10-14 19:26:00,阀片劣化
2025-08-01,EQ-0312,避雷器,武昌110kV变电站,0.9046,1.1,26.1,,,,,,,-2,2025-10-14 19:26:00,阀片劣化
2025-09-01,EQ-0312,避雷器,武昌110kV变电站,0.7011,0.8138,22.5,,,,,,,-1,2025-10-14 19:26:00,阀片劣化
2025-10-01,EQ-0312,避雷器,武昌110kV变电站,0.5532,0.6967,19.3,,,,,,,0,2025-10-14 19:26:00,阀片劣化
2025-07-01,EQ-0328,电力变压器,长沙星沙110kV变电站,0.7993,0.9945,32.4,79.5,99.2,10084.0,0.00368,9.1,,-3,2025-10-17 21:44:00,机械故障
2025-08-01,EQ-0328,电力变压器,长沙星沙110kV变电站,0.9209,1.1,29.1,82.9,102.9,10725.0,0.00488,8.0,,-2,2025-10-17 21:44:00,机械故障
2025-09-01,EQ-0328,电力变压器,长沙星沙110kV变电站,0.6986,0.8312,29.3,72.7,91.4,11231.0,0.00237,3.8,,-1,2025-10-17 21:44:00,机械故障
2025-10-01,EQ-0328,电力变压器,长沙星沙110kV变电站,0.5886,0.7087,17.7,54.1,71.0,11148.0,0.00328,11.5,,0,2025-10-17 21:44:00,机械故障
2025-07-01,EQ-0326,避雷器,江夏35kV变电站,0.7012,0.9069,29.0,,,,,,,-3,2025-10-21 19:04:00,阀片劣化
2025-08-01,EQ-0326,避雷器,江夏35kV变电站,0.7142,0.8814,30.4,,,,,,,-2,2025-10-21 19:04:00,阀片劣化
2025-09-01,EQ-0326,避雷器,江夏35kV变电站,0.5515,0.6929,28.8,,,,,,,-1,2025-10-21 19:04:00,阀片劣化
2025-10-01,EQ-0326,避雷器,江夏35kV变电站,0.464,0.5656,19.6,,,,,,,0,2025-10-21 19:04:00,阀片劣化
2025-07-01,EQ-0307,电容器组,武昌110kV变电站,0.8621,1.1,28.9,,,,0.00516,,,-3,2025-10-22 12:49:00,外力因素
