设备编号,设备名称,设备类型,电压等级,所属变电站,所属区域,制造商,投运日期,设计寿命（年）,已运行年限,额定参数,运行状态,年龄风险原始,故障次数,累计修复时间,严重故障次数,严重故障占比,故障风险原始,MTTR(h),MTBF(h),设备可用率,平均巡检评分,巡检次数,缺陷次数,缺陷率,检修次数,平均延期天数,延期次数,延期率,平均负荷率,最大负荷率,平均油温,绝缘电阻,故障风险得分,可靠性得分,运行状态得分,巡检状态得分,检修状态得分,基础风险得分,健康评分,健康等级
EQ-0387,重庆两江220kV_避雷器_02,避雷器,220kV,重庆两江220kV变电站,西南,浙江金利华,2009-09-24,20,17,rated_voltage_kv=95.0,正常运行,0.85,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.54683544303798,79,14,0.17721518987341772,10,3.5,4,0.4,0.5624707317073171,0.7036243902439024,58.81707317073171,9012.036585365855,100.0,96.78870235099855,51.1458592462688,66.69113924050633,28.0,22.047244094488207,69.59530761497824,注意
EQ-0076,南沙110kV_隔离开关_01,隔离开关,110kV,南沙110kV变电站,华南,西电集团,2012-11-16,30,14,rated_current_a=3103.9,正常运行,0.4666666666666667,2.0,14.0,0.0,0.0,2.0,7.0,14753.0,0.9995257452574525,87.29743589743589,39,4,0.10256410256410256,9,6.888888888888889,4,0.4444444444444444,0.5423731707317073,0.6739365853658537,58.81707317073171,9012.036585365855,90.9090909090909,77.52143902150374,55.910079645226084,78.26410256410256,20.0,64.30446194225722,69.5836380394598,注意
EQ-0280,天津滨海220kV_GIS组合电器_02,GIS组合电器,220kV,天津滨海220kV变电站,华北,西电集团,2008-08-01,35,18,rated_current_a=3485.9; sf6_pressure_mpa=0.4,带病运行,0.5142857142857142,2.0,20.5,1.0,0.5,4.0,10.25,14749.75,0.9993055555555556,84.6890243902439,82,14,0.17073170731707318,12,2.25,2,0.16666666666666666,0.5032756097560975,0.6344756097560976,52.15121951219512,7941.048780487805,72.72727272727273,76.15043448807837,65.90453685845004,66.73475609756096,70.0,59.05511811023623,69.50853767678164,注意
EQ-0029,龙华220kV_避雷器_03,避雷器,35kV,龙华220kV变电站,华南,西门子,2010-12-14,20,16,rated_voltage_kv=219.5,带病运行,0.8,1.0,15.1,0.0,0.0,1.0,15.1,29504.9,0.9994884823848239,86.14358974358974,39,7,0.1794871794871795,10,0.6,1,0.1,0.6937024390243902,0.8528780487804879,58.81707317073171,9012.036585365855,100.0,94.10870071321624,23.959541246766562,66.14871794871794,82.0,27.559055118110237,69.49186159611527,注意
EQ-0264,天津滨海220kV_隔离开关_01,隔离开关,35kV,天津滨海220kV变电站,华北,长征电气,2009-03-16,30,17,rated_current_a=1821.3,正常运行,0.5666666666666667,1.0,2.7,0.0,0.0,1.0,2.7,29517.3,0.9999085365853658,85.08947368421053,38,7,0.18421052631578946,11,6.0,4,0.36363636363636365,0.6592439024390244,0.8206756097560975,58.81707317073171,9012.036585365855,100.0,99.3256085109852,30.48341365455788,64.91315789473684,34.54545454545455,53.28083989501313,69.48140756136591,注意
EQ-0291,石家庄高新35kV_电容器组_02,电容器组,35kV,石家庄高新35kV变电站,华北,荣信股份,2013-04-22,20,13,rated_capacity_mvar=23.8,正常运行,0.65,1.0,57.1,0.0,0.0,1.0,57.1,29462.9,0.9980657181571816,86.58,40,4,0.1,11,3.8181818181818183,2,0.18181818181818182,0.6615707317073171,0.8138512195121951,58.81707317073171,9012.036585365855,100.0,76.4385291401278,30.83438120549846,78.28999999999999,67.27272727272728,44.094488188976385,69.33480361529563,注意
EQ-0114,张江110kV_断路器_05,断路器,110kV,张江110kV变电站,华东,ABB,2012-10-18,25,14,rated_current_a=1620.3; breaking_capacity_ka=61.7,带病运行,0.56,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.12,40,6,0.15,9,2.2222222222222223,3,0.3333333333333333,0.6977829268292682,0.8648658536585365,58.81707317073171,9364.463414634147,100.0,96.78870235099855,24.919793538279656,70.56,40.0,54.01574803149607,69.32727398100525,注意
EQ-0381,重庆两江220kV_隔离开关_05,隔离开关,220kV,重庆两江220kV变电站,西南,长征电气,2013-11-07,30,13,rated_current_a=1442.6,带病运行,0.43333333333333335,1.0,30.7,1.0,1.0,3.0,30.7,29489.3,0.998960027100271,87.62345679012346,81,12,0.14814814814814814,9,1.1111111111111112,1,0.1111111111111111,0.6736853658536585,0.8288268292682928,58.81707317073171,9012.036585365855,81.81818181818181,87.54549412892625,28.219373770539967,71.5895061728395,80.0,67.97900262467192,69.14384522283181,注意
EQ-0067,松山湖220kV_GIS组合电器_03,GIS组合电器,220kV,松山湖220kV变电站,华南,ABB,2012-10-14,35,14,rated_current_a=2972.1; sf6_pressure_mpa=0.5,正常运行,0.4,1.0,36.0,1.0,1.0,3.0,36.0,29484.0,0.998780487804878,87.78780487804879,82,7,0.08536585365853659,9,3.111111111111111,1,0.1111111111111111,0.6364292682926829,0.7932829268292683,65.35365853658537,8351.048780487805,81.81818181818181,85.31568676375079,21.1423533324397,81.0890243902439,80.0,71.65354330708661,69.0748614630288,注意
EQ-0120,张江110kV_隔离开关_05,隔离开关,35kV,张江110kV变电站,华东,河南森源,2013-11-27,30,13,rated_current_a=2093.2,正常运行,0.43333333333333335,2.0,35.0,1.0,0.5,4.0,17.5,14742.5,0.9988143631436315,87.95897435897436,39,1,0.02564102564102564,10,4.4,3,0.3,0.5373365853658536,0.6720414634146341,58.81707317073171,9012.036585365855,72.72727272727273,73.09203975966794,56.61632948973537,90.13333333333333,46.00000000000001,67.97900262467192,69.04139229416603,注意
EQ-0283,石家庄高新35kV_电力变压器_02,电力变压器,35kV,石家庄高新35kV变电站,华北,特变电工,2010-09-06,30,16,rated_capacity_mva=41.9; rated_current_a=141.3,正常运行,0.5333333333333333,1.0,12.0,0.0,0.0,1.0,12.0,29508.0,0.9995934959349594,83.56315789473685,38,11,0.2894736842105263,10,2.6,2,0.2,0.6710487804878049,0.8304073170731707,58.17560975609756,8738.0,100.0,95.41292766265848,27.398095449248803,48.36052631578947,64.0,56.955380577427825,68.91182162749266,注意
EQ-0132,临港110kV_断路器_01,断路器,35kV,临港110kV变电站,华东,西门子,2014-08-06,25,12,rated_current_a=3485.7; breaking_capacity_ka=33.1,正常运行,0.48,1.0,11.9,1.0,1.0,3.0,11.9,29508.1,0.9995968834688347,89.07000000000001,40,4,0.1,10,6.2,3,0.3,0.664190243902439,0.8286439024390244,58.81707317073171,9509.560975609756,81.81818181818181,95.45499949973726,32.71386423653433,79.535,46.00000000000001,62.83464566929135,68.9020327687289,注意
EQ-0203,昆山35kV_断路器_01,断路器,35kV,昆山35kV变电站,华东,沈阳高开,2004-05-12,25,22,rated_current_a=3782.8; breaking_capacity_ka=38.9,带病运行,0.88,1.0,6.1,0.0,0.0,1.0,6.1,29513.9,0.9997933604336043,83.27682926829269,82,18,0.21951219512195122,10,4.3,3,0.3,0.551709756097561,0.6865512195121952,58.81707317073171,7733.317073170731,100.0,97.89516605030661,44.904493681421535,58.71158536585366,46.00000000000001,18.740157480314977,68.84068549925517,注意
EQ-0399,成都高新35kV_断路器_03,断路器,35kV,成都高新35kV变电站,西南,西门子,2016-01-05,25,10,rated_current_a=3739.3; breaking_capacity_ka=60.4,检修停运,0.4,3.0,31.3,0.0,0.0,3.0,10.433333333333334,9829.566666666668,0.998939701897019,85.42439024390244,41,3,0.07317073170731707,11,1.0,1,0.09090909090909091,0.6618634146341464,0.8275926829268293,58.81707317073171,9536.292682926829,81.81818181818181,69.39892259764686,33.2415633643883,81.73658536585366,83.63636363636364,71.65354330708661,68.77212114617556,注意
EQ-0430,大连开发区35kV_断路器_02,断路器,110kV,大连开发区35kV变电站,东北,河南森源,2007-08-07,25,19,rated_current_a=2168.8; breaking_capacity_ka=45.7,备用,0.76,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,83.85945945945946,37,6,0.16216216216216217,9,2.3333333333333335,3,0.3333333333333333,0.6119585365853658,0.7734634146341464,58.81707317073171,8282.536585365853,100.0,96.78870235099855,34.6265785179075,67.6054054054054,40.0,31.96850393700788,68.62071737829281,注意
EQ-0039,松山湖220kV_电力变压器_01,电力变压器,220kV,松山湖220kV变电站,华南,特变电工,2017-10-06,30,9,rated_capacity_mva=221.2; rated_current_a=411.5,正常运行,0.3,1.0,28.4,1.0,1.0,3.0,28.4,29491.6,0.9990379403794037,86.50750000000001,80,6,0.075,11,4.818181818181818,3,0.2727272727272727,0.6681853658536586,0.8242658536585366,65.05609756097562,9513.365853658537,81.81818181818181,88.51314638173822,23.538144712512107,82.00375,50.909090909090914,82.67716535433071,68.52399179973769,注意
EQ-0079,南沙110kV_隔离开关_04,隔离开关,110kV,南沙110kV变电站,华南,西门子,2012-04-12,30,14,rated_current_a=1071.3,正常运行,0.4666666666666667,2.0,5.8,1.0,0.5,4.0,2.9,14757.1,0.9998035230352303,88.6225,40,2,0.05,10,2.6,2,0.2,0.5958341463414635,0.7541951219512195,58.81707317073171,9012.036585365855,72.72727272727273,79.25101397136343,43.1237248909327,86.81125,64.0,64.30446194225722,68.50889964850313,注意
EQ-0275,天津滨海220kV_避雷器_03,避雷器,35kV,天津滨海220kV变电站,华北,ABB,2012-12-11,20,14,rated_voltage_kv=39.6,带病运行,0.7,1.0,2.1,0.0,0.0,1.0,2.1,29517.9,0.999928861788618,87.07692307692308,39,5,0.1282051282051282,9,4.0,3,0.3333333333333333,0.6943634146341464,0.865780487804878,58.81707317073171,9012.036585365855,100.0,99.5780395334579,22.753898846136828,74.3076923076923,40.0,38.58267716535434,68.47080923860823,注意
EQ-0211,昆山35kV_电容器组_02,电容器组,10kV,昆山35kV变电站,华东,ABB,2006-03-11,20,20,rated_capacity_mvar=28.8,正常运行,1.0,2.0,9.4,0.0,0.0,2.0,4.7,14755.3,0.9996815718157182,85.275,40,5,0.125,11,2.5454545454545454,2,0.18181818181818182,0.5317512195121952,0.6594414634146342,58.81707317073171,9012.036585365855,90.9090909090909,78.49168838362014,58.32291612604994,73.8875,67.27272727272728,5.511811023622045,68.45177245884169,注意
EQ-0080,南沙110kV_电容器组_01,电容器组,10kV,南沙110kV变电站,华南,荣信股份,2014-09-08,20,12,rated_capacity_mvar=23.5,正常运行,0.6,2.0,10.4,0.0,0.0,2.0,5.2,14754.8,0.9996476964769647,88.81052631578947,38,4,0.10526315789473684,10,2.8,2,0.2,0.6433829268292682,0.7990439024390245,58.81707317073171,9012.036585365855,90.9090909090909,78.28076460924702,34.085199461797075,78.6157894736842,64.0,49.60629921259844,68.35346388379402,注意
EQ-0021,龙华220kV_隔离开关_06,隔离开关,110kV,龙华220kV变电站,华南,西电集团,2006-12-22,30,20,rated_current_a=1771.0,正常运行,0.6666666666666666,2.0,10.2,0.0,0.0,2.0,5.1,14754.9,0.9996544715447154,83.88378378378378,37,5,0.13513513513513514,9,0.0,0,0.0,0.6872707317073171,0.8511682926829268,58.81707317073171,9012.036585365855,90.9090909090909,78.32294936412164,24.79894534024332,71.67162162162163,100.0,42.25721784776905,68.32811669616586,注意
EQ-0008,龙华220kV_断路器_03,断路器,220kV,龙华220kV变电站,华南,西门子,2006-06-11,25,20,rated_current_a=3073.2; breaking_capacity_ka=38.8,正常运行,0.8,2.0,11.0,0.0,0.0,2.0,5.5,14754.5,0.9996273712737127,83.73076923076923,78,14,0.1794871794871795,11,4.7272727272727275,2,0.18181818181818182,0.5198780487804878,0.6503780487804879,58.81707317073171,8028.585365853659,90.9090909090909,78.15421034462314,53.55033607891925,64.94230769230768,67.27272727272728,27.559055118110237,68.29270640491112,注意
EQ-0421,沈阳浑南110kV_电容器组_02,电容器组,10kV,沈阳浑南110kV变电站,东北,ABB,2008-06-19,20,18,rated_capacity_mvar=17.3,正常运行,0.9,1.0,24.8,1.0,1.0,3.0,24.8,29495.2,0.999159891598916,83.4054054054054,37,8,0.21621621621621623,10,1.1,1,0.1,0.5445829268292682,0.6810780487804878,58.81707317073171,9012.036585365855,81.81818181818181,90.0277325165744,55.045223893044714,59.27027027027027,82.0,16.535433070866162,68.21322058409645,注意
EQ-0238,通州35kV_电力变压器_01,电力变压器,35kV,通州35kV变电站,华北,西电集团,2007-02-12,30,19,rated_capacity_mva=34.9; rated_current_a=453.0,正常运行,0.6333333333333333,2.0,17.4,0.0,0.0,2.0,8.7,14751.3,0.999410569105691,84.08947368421053,38,5,0.13157894736842105,11,5.636363636363637,3,0.2727272727272727,0.5768731707317074,0.7262414634146341,54.74878048780487,8052.317073170731,90.9090909090909,76.80429818863509,46.909542520538984,72.30789473684212,50.909090909090914,45.93175853018373,68.00031002356133,注意
EQ-0383,重庆两江220kV_电容器组_01,电容器组,10kV,重庆两江220kV变电站,西南,九州电气,2010-04-14,20,16,rated_capacity_mvar=26.3,正常运行,0.8,1.0,47.7,1.0,1.0,3.0,47.7,29472.3,0.9983841463414634,86.55263157894737,38,7,0.18421052631578946,10,1.6,2,0.2,0.5122414634146342,0.6423365853658536,58.81707317073171,9012.036585365855,81.81818181818181,80.3932818255333,61.91743549774002,65.64473684210526,64.0,27.559055118110237,67.91930495732693,注意
EQ-0397,成都高新35kV_断路器_01,断路器,35kV,成都高新35kV变电站,西南,沈阳高开,2016-12-26,25,10,rated_current_a=3678.3; breaking_capacity_ka=47.1,正常运行,0.4,3.0,25.5,1.0,0.3333333333333333,5.0,8.5,9831.5,0.9991361788617886,88.97749999999999,40,0,0.0,10,2.7,1,0.1,0.6231097560975609,0.7806317073170731,58.81707317073171,9549.19512195122,63.63636363636363,70.21667760260931,41.61341388575553,94.48875,82.0,71.65354330708661,67.81377603747255,注意
EQ-0271,天津滨海220kV_电容器组_02,电容器组,10kV,天津滨海220kV变电站,华北,ABB,2010-05-26,20,16,rated_capacity_mvar=13.5,正常运行,0.8,3.0,35.0,0.0,0.0,3.0,11.666666666666666,9828.333333333334,0.9988143631436315,85.25897435897436,39,3,0.07692307692307693,10,0.5,1,0.1,0.5595365853658536,0.703390243902439,58.81707317073171,9012.036585365855,81.81818181818181,68.87725130137773,51.480785862576845,81.09102564102564,82.0,27.559055118110237,67.64571224530124,注意
EQ-0064,松山湖220kV_避雷器_06,避雷器,220kV,松山湖220kV变电站,华南,ABB,2011-12-02,20,15,rated_voltage_kv=93.7,正常运行,0.75,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.12875,80,14,0.175,11,3.4545454545454546,3,0.2727272727272727,0.6881780487804878,0.860948780487805,58.81707317073171,9012.036585365855,100.0,96.78870235099855,23.841503516087897,67.314375,50.909090909090914,33.07086614173228,67.62119312849961,注意
EQ-0422,沈阳浑南110kV_避雷器_01,避雷器,110kV,沈阳浑南110kV变电站,东北,浙江金利华,2009-08-20,20,17,rated_voltage_kv=91.2,正常运行,0.85,1.0,28.7,0.0,0.0,1.0,28.7,29491.3,0.9990277777777777,87.90263157894738,38,3,0.07894736842105263,10,6.5,3,0.3,0.6641195121951219,0.830439024390244,58.81707317073171,9012.036585365855,100.0,88.38693087050189,29.102354089707468,82.10921052631579,46.00000000000001,22.047244094488207,67.61896298043806,注意
EQ-0202,昆山35kV_电力变压器_02,电力变压器,35kV,昆山35kV变电站,华东,西门子,2006-02-20,30,20,rated_capacity_mva=109.8; rated_current_a=431.7,检修停运,0.6666666666666666,1.0,4.9,0.0,0.0,1.0,4.9,29515.1,0.9998340108401084,84.38,40,7,0.175,11,5.818181818181818,4,0.36363636363636365,0.6287243902439025,0.7918829268292682,61.00975609756098,8089.634146341464,100.0,98.40002809525198,26.64939910239281,65.94,34.54545454545455,42.25721784776905,67.58115267885131,注意
EQ-0026,龙华220kV_电容器组_03,电容器组,35kV,龙华220kV变电站,华南,九州电气,2012-07-08,20,14,rated_capacity_mvar=8.9,带病运行,0.7,1.0,4.5,0.0,0.0,1.0,4.5,29515.5,0.9998475609756098,86.75675675675676,37,5,0.13513513513513514,11,9.0,4,0.36363636363636365,0.6969487804878048,0.8684999999999999,58.81707317073171,9012.036585365855,100.0,98.56831544356713,22.237736649523676,73.10810810810811,34.54545454545455,38.58267716535434,67.44023980591527,注意
EQ-0217,亦庄110kV_电力变压器_03,电力变压器,110kV,亦庄110kV变电站,华北,保变电气,2012-07-21,30,14,rated_capacity_mva=219.1; rated_current_a=512.2,正常运行,0.4666666666666667,2.0,33.2,1.0,0.5,4.0,16.6,14743.4,0.9988753387533875,85.17435897435898,39,3,0.07692307692307693,13,0.0,0,0.0,0.6556390243902439,0.8203804878048782,58.38536585365854,8638.80487804878,72.72727272727273,73.47170255353957,28.932817345231136,81.04871794871795,100.0,64.30446194225722,67.25047604810574,注意
EQ-0270,天津滨海220kV_电容器组_01,电容器组,10kV,天津滨海220kV变电站,华北,思源电气,2010-04-13,20,16,rated_capacity_mvar=34.9,正常运行,0.8,1.0,36.5,1.0,1.0,3.0,36.5,29483.5,0.9987635501355013,85.40769230769232,39,6,0.15384615384615385,11,1.4545454545454546,1,0.09090909090909091,0.6118560975609757,0.7632,58.81707317073171,9012.036585365855,81.81818181818181,85.10532757835689,40.615285406143826,69.62692307692308,83.63636363636364,27.559055118110237,67.16224838843145,注意
EQ-0199,杭州滨江110kV_避雷器_04,避雷器,35kV,杭州滨江110kV变电站,华东,西门子,2010-06-22,20,16,rated_voltage_kv=185.1,正常运行,0.8,2.0,24.5,0.0,0.0,2.0,12.25,14747.75,0.9991700542005421,87.87105263157895,38,5,0.13157894736842105,9,0.0,0,0.0,0.6779634146341463,0.8382073170731708,58.81707317073171,9012.036585365855,90.9090909090909,75.30673939058585,26.936010633361832,74.19868421052632,100.0,27.559055118110237,67.06153087545223,注意
EQ-0249,通州35kV_避雷器_01,避雷器,35kV,通州35kV变电站,华北,浙江金利华,2014-05-27,20,12,rated_voltage_kv=64.1,正常运行,0.6,2.0,30.0,1.0,0.5,4.0,15.0,14745.0,0.9989837398373984,88.75555555555555,36,2,0.05555555555555555,10,2.7,2,0.2,0.5691878048780488,0.7222048780487804,58.81707317073171,9012.036585365855,72.72727272727273,74.14665863153361,48.79202068710786,86.04444444444445,64.0,49.60629921259844,67.036850633473,注意
EQ-0169,苏州工业园220kV_电容器组_01,电容器组,10kV,苏州工业园220kV变电站,华东,思源电气,2007-09-14,20,19,rated_capacity_mvar=18.0,正常运行,0.95,2.0,13.1,0.0,0.0,2.0,6.55,14753.45,0.9995562330623307,83.52250000000001,40,5,0.125,12,3.0,2,0.16666666666666666,0.5722487804878048,0.7221073170731708,58.81707317073171,9012.036585365855,90.9090909090909,77.71127041843955,48.472682255658846,73.01125,70.0,11.023622047244103,67.01811296681683,注意
EQ-0017,龙华220kV_隔离开关_02,隔离开关,110kV,龙华220kV变电站,华南,西电集团,2007-12-20,30,19,rated_current_a=1336.1,正常运行,0.6333333333333333,1.0,21.3,1.0,1.0,3.0,21.3,29498.7,0.9992784552845528,84.87948717948719,39,7,0.1794871794871795,11,0.2727272727272727,1,0.09090909090909091,0.6816463414634146,0.8337073170731708,58.81707317073171,9012.036585365855,81.81818181818181,91.50024681433176,26.937259238354798,65.51666666666667,83.63636363636364,45.93175853018373,66.92635888173751,注意
EQ-0044,松山湖220kV_断路器_02,断路器,220kV,松山湖220kV变电站,华南,西门子,2010-02-03,25,16,rated_current_a=2829.3; breaking_capacity_ka=62.3,正常运行,0.64,2.0,9.5,0.0,0.0,2.0,4.75,14755.25,0.9996781842818429,86.72098765432098,81,10,0.12345679012345678,9,6.888888888888889,3,0.3333333333333333,0.5871780487804878,0.7300073170731707,58.81707317073171,8496.09756097561,90.9090909090909,78.47059600618284,42.589174817290775,74.84197530864196,40.0,45.19685039370079,66.68520822763382,注意
EQ-0314,江夏35kV_电力变压器_01,电力变压器,35kV,江夏35kV变电站,华中,ABB,2006-11-27,30,20,rated_capacity_mva=211.8; rated_current_a=524.4,正常运行,0.6666666666666666,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,84.42564102564103,39,13,0.3333333333333333,9,1.8888888888888888,2,0.2222222222222222,0.6446560975609756,0.8010219512195123,60.00243902439024,8226.0,100.0,96.78870235099855,26.566306653746544,42.212820512820514,60.0,42.25721784776905,66.22864666264901,注意
EQ-0038,龙华220kV_GIS组合电器_04,GIS组合电器,220kV,龙华220kV变电站,华南,新东北电气,2008-08-06,35,18,rated_current_a=2710.6; sf6_pressure_mpa=0.6,正常运行,0.5142857142857142,1.0,20.9,1.0,1.0,3.0,20.9,29499.1,0.9992920054200541,84.1888888888889,81,12,0.14814814814814814,10,5.9,3,0.3,0.600690243902439,0.7490926829268293,63.33414634146341,8353.90243902439,81.81818181818181,91.66853416264688,31.8424083275537,69.87222222222223,46.00000000000001,59.05511811023623,66.14307909694253,注意
EQ-0004,龙华220kV_电力变压器_04,电力变压器,110kV,龙华220kV变电站,华南,保变电气,2011-05-02,30,15,rated_capacity_mva=218.5; rated_current_a=291.3,正常运行,0.5,2.0,7.800000000000001,0.0,0.0,2.0,3.9000000000000004,14756.1,0.9997357723577236,85.78,40,4,0.1,9,4.777777777777778,3,0.3333333333333333,0.6157048780487805,0.7680731707317073,64.47073170731707,8564.121951219513,90.9090909090909,78.82916642261716,28.358365281586774,77.89,40.0,60.629921259842526,65.91127119409776,注意
EQ-0295,武昌110kV_电力变压器_01,电力变压器,110kV,武昌110kV变电站,华中,特变电工,2011-04-20,30,15,rated_capacity_mva=108.7; rated_current_a=162.0,正常运行,0.5,2.0,8.2,0.0,0.0,2.0,4.1,14755.9,0.9997222222222222,85.205,40,9,0.225,10,3.5,2,0.2,0.645180487804878,0.8097780487804878,58.79756097560975,8620.024390243903,90.9090909090909,78.74479691286791,30.249986512983845,58.8525,64.0,60.629921259842526,65.81709653842734,注意
EQ-0420,沈阳浑南110kV_电容器组_01,电容器组,10kV,沈阳浑南110kV变电站,东北,西门子,2014-06-28,20,12,rated_capacity_mvar=19.1,正常运行,0.6,2.0,136.3,0.0,0.0,2.0,68.15,14691.85,0.9953827913279133,86.86923076923077,39,5,0.1282051282051282,13,1.4615384615384615,1,0.07692307692307693,0.6145853658536585,0.7713390243902439,58.81707317073171,9012.036585365855,90.9090909090909,51.725461415669564,39.60703443376979,74.20384615384616,86.15384615384616,49.60629921259844,65.70036335688198,注意
EQ-0040,松山湖220kV_电力变压器_02,电力变压器,220kV,松山湖220kV变电站,华南,ABB,2010-04-19,30,16,rated_capacity_mva=87.8; rated_current_a=416.4,正常运行,0.5333333333333333,1.0,1.6,0.0,0.0,1.0,1.6,29518.4,0.9999457994579947,86.42727272727272,77,12,0.15584415584415584,9,8.777777777777779,4,0.4444444444444444,0.6787609756097561,0.8403658536585366,67.04146341463414,8609.121951219513,100.0,99.7883987188518,11.78379767434302,69.83701298701298,20.0,56.955380577427825,65.48552928443368,注意
EQ-0232,亦庄110kV_避雷器_02,避雷器,110kV,亦庄110kV变电站,华北,中国西电,2012-07-13,20,14,rated_voltage_kv=129.5,检修停运,0.7,3.0,18.1,0.0,0.0,3.0,6.033333333333334,9833.966666666667,0.9993868563685637,87.50263157894737,38,5,0.13157894736842105,11,3.8181818181818183,2,0.18181818181818182,0.587809756097561,0.737590243902439,58.81707317073171,9012.036585365855,81.81818181818181,71.2600201951476,45.443850525604994,74.01447368421053,67.27272727272728,38.58267716535434,65.48303109513571,注意
EQ-0274,天津滨海220kV_避雷器_02,避雷器,220kV,天津滨海220kV变电站,华北,西门子,2009-04-09,20,17,rated_voltage_kv=183.4,正常运行,0.85,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,85.49615384615385,78,14,0.1794871794871795,9,4.111111111111111,3,0.3333333333333333,0.6880999999999999,0.853619512195122,58.81707317073171,9012.036585365855,100.0,96.78870235099855,24.494509855843106,65.82499999999999,40.0,22.047244094488207,65.33511685081714,注意
EQ-0398,成都高新35kV_断路器_02,断路器,110kV,成都高新35kV变电站,西南,西门子,2012-06-23,25,14,rated_current_a=1851.9; breaking_capacity_ka=55.5,正常运行,0.56,3.0,36.4,0.0,0.0,3.0,12.133333333333333,9827.866666666667,0.9987669376693766,86.02564102564102,39,5,0.1282051282051282,10,1.2,2,0.2,0.6133341463414634,0.7652682926829268,58.81707317073171,9099.439024390244,81.81818181818181,68.67986216224885,40.883071799762796,73.78205128205128,64.0,54.01574803149607,65.23601474240508,注意
EQ-0084,南沙110kV_避雷器_03,避雷器,35kV,南沙110kV变电站,华南,西门子,2012-03-16,20,14,rated_voltage_kv=58.1,正常运行,0.7,2.0,6.5,0.0,0.0,2.0,3.25,14756.75,0.999779810298103,86.73513513513514,37,4,0.10810810810810811,9,5.0,2,0.2222222222222222,0.6831390243902439,0.8455975609756098,58.81707317073171,9012.036585365855,90.9090909090909,79.10336732930224,25.731544345385302,77.15135135135135,60.0,38.58267716535434,65.12522548144838,注意
EQ-0354,武侯110kV_隔离开关_01,隔离开关,110kV,武侯110kV变电站,西南,长征电气,2015-02-17,30,11,rated_current_a=2017.7,正常运行,0.36666666666666664,2.0,27.1,1.0,0.5,4.0,13.55,14746.45,0.9990819783197833,86.43589743589743,39,7,0.1794871794871795,12,6.75,5,0.4166666666666667,0.5301243902439025,0.6609780487804878,58.81707317073171,9012.036585365855,72.72727272727273,74.7583375772157,58.36204658389445,66.2948717948718,25.0,75.32808398950132,64.78293418222111,注意
EQ-0286,石家庄高新35kV_断路器_03,断路器,110kV,石家庄高新35kV变电站,华北,沈阳高开,2007-09-09,25,19,rated_current_a=1297.1; breaking_capacity_ka=52.7,正常运行,0.76,1.0,75.1,0.0,0.0,1.0,75.1,29444.9,0.9974559620596206,85.36666666666667,39,6,0.15384615384615385,11,7.545454545454546,4,0.36363636363636365,0.5694268292682927,0.7107024390243902,58.81707317073171,8193.878048780487,100.0,68.86559846594703,44.08631169428492,69.60641025641026,34.54545454545455,31.96850393700788,64.68273941875417,注意
EQ-0186,杭州滨江110kV_断路器_02,断路器,110kV,杭州滨江110kV变电站,华东,ABB,2011-04-27,25,15,rated_current_a=1329.9; breaking_capacity_ka=52.2,正常运行,0.6,3.0,17.3,0.0,0.0,3.0,5.766666666666667,9834.233333333334,0.9994139566395664,87.21538461538462,39,3,0.07692307692307693,9,2.2222222222222223,1,0.1111111111111111,0.688890243902439,0.8481146341463415,58.81707317073171,8779.09756097561,81.81818181818181,71.37281398893553,23.273513145054725,82.06923076923077,80.0,49.60629921259844,64.65482541798796,注意
EQ-0089,前海110kV_电力变压器_03,电力变压器,35kV,前海110kV变电站,华南,保变电气,2020-01-25,30,6,rated_capacity_mva=117.6; rated_current_a=394.6,正常运行,0.2,4.0,34.1,0.0,0.0,4.0,8.525,7371.475,0.9988448509485095,88.41111111111111,36,3,0.08333333333333333,11,4.181818181818182,2,0.18181818181818182,0.6810536585365854,0.8463780487804878,66.63658536585366,10314.829268292682,72.72727272727273,66.86528090078183,23.470101934203168,81.70555555555555,67.27272727272728,93.7007874015748,64.60207954957872,注意
EQ-0424,沈阳浑南110kV_避雷器_03,避雷器,220kV,沈阳浑南110kV变电站,东北,ABB,2014-02-18,20,12,rated_voltage_kv=214.0,正常运行,0.6,2.0,70.80000000000001,2.0,1.0,6.0,35.400000000000006,14724.6,0.9976016260162602,86.73974358974358,78,7,0.08974358974358974,11,0.0,0,0.0,0.5461878048780487,0.6854682926829267,58.81707317073171,9012.036585365855,54.54545454545455,65.54096863710977,54.48715138201765,79.90833333333333,100.0,49.60629921259844,64.58886756144896,注意
